196264	sub-C013_preop3T_AAL_2211	318	4	2154	250	19426	2212	4910	10	0	1756	132	0	2302	50	11010	186	2	0	40	30	12	46	596	180	32	160	330	176	2632	6	4	0	2	2	188	500	2720	2276	1386	118	234	796	2234	10	178	10	3600	140	298	2	538	0	212	0	552	70	674	2	516	22	342	0	2	0	380	0	174	50	4	2	1888	2408	14948	3046	1660	514	2872	332	2	2	16	6	1610	8	270	0	86	18	192	0	30	18	26	14	48	138	18	22	140	38	6	0	48	28	82	26	12	2	122	44	26	38	52	44	16	16	
201268	sub-C013_preop3T_AAL_2212	2	90	152	686	1960	16052	120	2064	1756	0	0	48	46	298	384	7890	0	8	6	54	162	42	32	268	20	18	48	580	160	2622	90	6	26	10	108	186	858	8916	52	532	280	4648	2208	3098	26	218	108	5040	56	124	346	4	214	90	10	1802	2	188	2	130	0	20	0	34	0	22	50	352	0	18	246	10916	2816	15998	62	2066	128	1532	0	0	0	16	12	380	12	66	12	320	14	62	8	4	4	10	24	2	18	0	8	96	4	2	6	8	16	22	6	2	122	26	0	4	16	12	8	106	
141656	sub-C013_preop3T_AAL_2301	12800	0	2150	0	10	0	5632	0	132	0	0	0	14616	0	56	0	7912	0	408	2	4	0	6	0	0	0	0	0	4492	0	0	0	0	0	0	0	2	0	2	0	6	0	8	0	0	0	16	0	24	0	84	0	366	0	12	0	1220	0	32	0	2712	0	2700	0	616	0	4	0	0	0	2	0	864	0	2	0	8	0	100	0	940	0	1096	0	6514	0	204	0	5044	0	4	0	0	0	6	0	0	0	6	0	0	0	6	0	0	0	0	0	2	2	0	0	0	2	2	0	
89264	sub-C013_preop3T_AAL_2302	0	5124	4	1968	0	0	0	7878	0	48	0	0	0	9440	0	608	0	3498	2	604	0	0	2	8	0	0	0	0	0	2564	0	0	0	0	0	0	0	0	0	2	0	0	6	20	0	16	0	8	0	70	0	20	0	2	0	16	0	420	0	524	0	4756	0	4584	0	1600	0	0	0	0	0	4	0	492	0	2	0	4	0	2	0	12	0	10	0	168	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	
180452	sub-C013_preop3T_AAL_2311	6974	0	5486	62	398	112	18674	0	2302	46	14616	0	0	0	8330	2	1218	0	984	2	14	0	896	64	0	36	0	4	10372	0	0	0	0	0	10	10	176	42	34	6	10	24	630	0	46	2	1300	0	114	0	264	0	368	0	560	0	556	2	104	0	892	0	816	0	602	0	32	2	2	0	402	72	5008	74	334	18	656	6	50	0	456	0	544	0	2872	0	418	0	1882	0	20	0	4	0	22	2	0	0	82	0	0	0	8	4	32	2	6	2	32	8	0	0	2	8	2	2	
128900	sub-C013_preop3T_AAL_2312	0	746	16	3344	56	120	6	11358	50	298	0	9440	0	0	0	7552	0	188	12	438	0	0	2	342	2	2	0	0	0	4516	0	0	0	0	180	222	14	468	6	60	0	62	788	1254	14	476	4	1840	14	342	28	48	16	144	4	254	0	264	2	618	0	2632	0	4124	0	782	28	510	0	4	14	334	72	7084	6	268	116	190	0	14	0	288	0	230	0	1004	0	80	2	852	16	8	8	2	22	6	6	0	18	44	2	0	6	2	6	2	0	0	18	2	0	4	8	0	2	24	
170956	sub-C013_preop3T_AAL_2321	64	0	1630	74	10352	572	3088	0	11010	384	56	0	8330	0	0	10	26	0	50	0	780	14	646	76	84	52	1408	50	11098	0	2	0	0	0	26	36	2034	568	1326	22	548	252	1558	0	172	0	2884	16	492	0	788	0	360	0	836	10	314	2	162	8	104	0	4	0	136	0	94	8	4	0	588	602	9602	648	572	70	1012	40	156	0	974	0	6616	6	906	0	290	6	354	0	24	0	14	0	30	14	4	0	124	4	2	0	16	6	48	4	10	2	54	12	0	14	8	16	4	6	
137304	sub-C013_preop3T_AAL_2322	0	44	4	658	200	3716	4	1318	186	7890	0	608	2	7552	10	0	0	94	2	56	0	826	0	268	2	4	2	1522	4	8554	0	0	0	0	134	182	20	2164	14	760	8	1130	1700	2740	16	678	26	3928	20	376	118	24	82	186	2	520	0	138	2	402	0	120	0	718	0	40	22	428	0	14	6	1386	232	10996	4	516	80	578	0	10	0	840	0	2438	0	488	0	184	2	400	10	8	4	2	14	6	4	0	12	72	0	0	4	2	6	8	2	0	38	8	0	2	8	2	4	38	
86272	sub-C013_preop3T_AAL_2331	7232	0	276	0	0	0	264	0	2	0	7912	0	1218	0	26	0	0	0	94	0	2	0	2	0	0	0	0	0	4466	0	0	0	0	0	0	0	2	0	8	0	2	0	6	0	4	0	10	0	74	0	170	0	174	0	28	0	4342	0	60	0	2388	0	3708	0	234	0	0	0	0	0	0	0	948	0	0	0	0	0	2308	0	3132	0	1156	0	1582	0	118	0	1186	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
58940	sub-C013_preop3T_AAL_2332	0	1536	2	24	0	0	2	34	0	8	0	3498	0	188	0	94	0	0	0	0	2	0	0	0	0	0	0	0	2	1980	0	0	0	0	88	118	4	4	2	4	2	0	16	18	4	546	2	2	4	450	4	30	2	6	0	36	0	3404	6	1698	0	3040	0	5120	0	58	12	614	0	0	2	0	8	800	18	0	64	0	0	1788	0	2758	0	1064	0	92	0	4	0	100	18	4	12	0	24	2	4	0	16	4	4	0	8	0	6	0	2	0	0	0	2	0	2	0	0	0	
267984	sub-C013_preop3T_AAL_2401	6184	808	25812	8306	68	10	1504	216	40	6	408	2	984	12	50	2	94	0	0	13506	60	10	2698	1100	2	6	18	2	976	0	2084	1368	6372	4140	66	30	124	64	488	38	176	24	48	28	328	40	62	92	868	14	482	0	44	0	182	64	446	104	326	60	156	10	2	0	392	14	1768	182	5280	58	1168	740	6296	162	186	62	11064	2168	0	0	2	0	528	2	522	4	506	4	78	14	1808	626	442	558	3368	600	1002	174	1700	732	288	68	632	710	2114	718	274	106	1264	296	322	592	1616	534	344	690	
372688	sub-C013_preop3T_AAL_2402	544	3402	6374	43194	40	40	218	986	30	54	2	604	2	438	0	56	0	0	13506	0	18	0	910	1810	4	0	8	0	20	14	2256	1556	3150	12666	260	438	114	262	174	276	22	14	174	470	130	750	144	616	228	446	120	0	16	18	248	160	82	386	86	530	18	68	0	78	42	50	2234	2374	3904	5134	2352	2354	1028	5200	160	456	5346	20450	0	2	0	12	8	0	42	250	40	2	38	186	1222	1190	510	1244	1634	2028	1488	714	1654	2136	398	108	678	2194	1058	1766	250	206	3394	1198	640	2054	2768	1626	1632	2660	
66272	sub-C013_preop3T_AAL_2501	60	2	74	202	1390	320	16	0	12	162	4	0	14	0	780	0	2	2	60	18	0	1396	74	262	812	1032	2550	774	746	0	3100	596	928	262	184	98	542	338	890	28	2060	144	154	0	32	0	204	28	84	0	104	0	44	0	12	20	278	0	126	20	80	0	0	0	52	0	94	88	4	8	5466	756	3394	322	38	38	38	76	0	0	0	2	1300	10	32	0	64	22	80	0	0	4	0	4	0	32	2	0	6	12	0	0	0	10	0	4	0	0	4	8	0	14	14	14	2	2	
95856	sub-C013_preop3T_AAL_2502	0	8	42	560	2204	644	2	0	46	42	0	0	0	0	14	826	0	0	10	0	1396	0	156	1046	1184	3930	3716	4632	2	348	530	3980	76	2144	42	186	60	172	2	2594	36	2494	12	24	4	6	2	54	2	4	6	0	2	0	6	76	10	8	2	8	2	4	0	0	0	2	124	928	2	78	4582	6444	118	1368	8	28	62	10	0	0	0	0	2	672	0	0	0	126	2	0	4	0	2	0	4	0	0	0	2	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	
360500	sub-C013_preop3T_AAL_2601	136	102	45674	23526	2000	2578	12328	104	596	32	6	2	896	2	646	0	2	0	2698	910	74	156	0	22446	2212	2348	84	94	2616	0	5292	6140	4762	2922	1874	504	468	202	196	202	64	40	488	188	522	74	696	290	968	38	816	0	232	4	210	78	836	16	486	16	322	4	0	2	478	4	3136	1186	232	82	2026	928	8302	756	1652	350	4472	618	0	0	10	2	52	4	192	6	110	4	74	8	284	66	134	52	668	120	308	40	244	120	56	8	200	100	290	38	56	20	318	128	150	146	288	182	118	212	
450996	sub-C013_preop3T_AAL_2602	50	796	16878	63024	2042	9638	7474	464	180	268	0	8	64	342	76	268	0	0	1100	1810	262	1046	22446	0	1952	7544	702	416	112	10	2758	9362	162	3458	346	1028	122	846	74	422	48	146	1136	2634	114	1414	116	2644	206	742	324	118	124	220	168	464	120	980	68	856	48	132	0	72	58	288	278	2428	96	184	1006	10572	1136	13406	146	4384	742	8380	0	0	0	16	8	22	18	570	16	72	10	710	224	298	66	348	166	676	140	50	268	724	80	12	122	660	98	384	36	52	1212	502	64	704	960	818	458	1386	
76124	sub-C013_preop3T_AAL_2611	4	0	480	1876	5476	1964	10	0	32	20	0	0	0	2	84	2	0	0	2	4	812	1184	2212	1952	0	4326	4090	2400	4	0	1624	320	12	14	24	38	242	78	132	64	182	108	136	18	20	14	168	10	42	6	54	0	28	0	18	12	178	0	54	12	18	0	0	0	14	0	22	28	0	0	3466	1964	1194	158	274	56	204	28	0	0	0	0	10	8	8	0	2	24	26	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	4	2	2	0	0	
154012	sub-C013_preop3T_AAL_2612	2	12	1210	6016	5258	8980	136	10	160	18	0	0	36	2	52	4	0	0	6	0	1032	3930	2348	7544	4326	0	4538	8784	58	4	684	1984	12	164	16	38	52	368	6	140	30	242	90	154	6	76	24	130	12	28	32	0	14	8	8	48	30	40	12	58	4	10	0	0	4	10	34	184	0	0	6348	8736	296	1128	46	408	70	566	0	0	0	0	0	26	2	4	0	36	2	4	0	2	0	4	2	0	2	0	0	4	0	0	0	4	8	4	2	0	28	4	2	2	2	2	2	42	
127708	sub-C013_preop3T_AAL_2701	18	12	40	436	10070	1914	0	0	330	48	0	0	0	0	1408	2	0	0	18	8	2550	3716	84	702	4090	4538	0	4832	780	6	852	630	20	12	28	66	460	280	310	606	1840	740	136	18	16	6	158	28	40	2	70	0	32	4	6	46	152	8	60	12	28	0	0	0	22	4	36	30	2	2	9856	5148	3434	834	194	102	116	64	0	0	0	4	894	42	206	0	106	78	342	0	6	2	2	2	4	12	2	0	10	0	0	0	4	0	4	2	2	0	0	12	2	0	2	2	0	0	
152748	sub-C013_preop3T_AAL_2702	2	18	30	268	3640	10418	12	0	176	580	0	0	4	0	50	1522	0	0	2	0	774	4632	94	416	2400	8784	4832	0	12	596	380	274	24	0	26	22	110	694	6	2390	72	3968	64	122	4	60	8	100	6	16	34	0	24	16	8	528	12	48	2	38	2	2	0	0	0	4	22	68	0	2	7906	11976	326	5050	20	408	80	238	0	0	2	0	2	398	2	0	0	1460	0	0	2	2	2	4	4	0	2	0	2	6	0	0	0	4	2	2	0	0	16	6	0	2	4	2	2	24	
288848	sub-C013_preop3T_AAL_3001	1236	0	9888	126	3350	258	9218	2	2632	160	4492	0	10372	0	11098	4	4466	2	976	20	746	2	2616	112	4	58	780	12	0	0	2	4	0	0	52	58	314	160	376	14	216	88	2374	16	596	16	4402	18	2402	4	3898	0	1510	0	1640	14	1750	0	936	0	912	2	388	0	1384	2	292	22	52	0	414	218	26578	248	1308	42	1790	44	2784	2	3752	4	10898	4	4460	0	2116	0	2110	0	104	6	50	4	116	12	34	2	278	6	18	0	62	4	188	0	36	2	72	20	6	20	36	24	8	0	
125692	sub-C013_preop3T_AAL_3002	0	60	0	254	12	1972	0	140	6	2622	0	2564	0	4516	0	8554	0	1980	0	14	0	348	0	10	0	4	6	596	0	0	0	0	0	0	254	278	16	354	12	540	0	594	286	1226	20	1684	2	726	12	1178	6	108	0	278	2	362	0	416	6	1560	0	378	0	1512	0	200	32	1248	0	0	8	146	10	13114	12	18	162	0	0	1372	0	4604	0	3682	0	1212	0	596	2	726	30	2	24	2	54	4	4	0	28	28	6	2	12	2	22	2	4	2	0	0	0	0	6	0	0	0	
125748	sub-C013_preop3T_AAL_4001	10	0	3836	5072	60	262	546	0	4	90	0	0	0	0	2	0	0	0	2084	2256	3100	530	5292	2758	1624	684	852	380	2	0	0	7036	8752	3298	1874	170	254	184	136	62	622	98	182	14	94	2	200	48	120	0	102	0	16	0	6	22	364	4	202	16	98	2	0	0	72	0	1710	338	4	84	4024	434	2242	220	46	26	24	48	0	0	0	0	70	2	4	0	0	10	22	0	2	0	2	0	2	20	0	0	4	4	0	0	0	4	0	6	0	2	2	6	0	6	6	6	0	0	
146088	sub-C013_preop3T_AAL_4002	0	0	4898	10890	332	36	1156	0	0	6	0	0	0	0	0	0	0	0	1368	1556	596	3980	6140	9362	320	1984	630	274	4	0	7036	0	754	11248	150	752	14	214	2	412	32	276	10	96	16	2	14	340	14	0	22	0	8	0	4	94	34	4	14	2	4	2	0	0	8	0	552	3880	10	508	808	1916	120	26	8	4	12	14	0	0	0	0	2	18	0	0	0	0	2	0	4	0	2	0	4	0	0	14	4	0	0	0	0	0	2	0	0	0	0	0	24	0	0	0	0	0	
126444	sub-C013_preop3T_AAL_4011	4	298	5300	768	10	34	406	6	2	26	0	0	0	0	0	0	0	0	6372	3150	928	76	4762	162	12	12	20	24	0	0	8752	754	0	5532	4904	244	338	46	170	26	230	14	496	12	436	16	588	36	56	12	50	0	14	0	18	0	134	96	74	68	30	0	0	0	32	0	11500	824	1550	414	1332	146	834	70	20	20	56	252	0	0	0	0	8	0	0	0	0	0	4	0	12	26	8	20	10	46	74	4	18	44	4	0	10	42	2	22	4	2	44	22	44	26	42	28	38	50	
212088	sub-C013_preop3T_AAL_4012	164	240	1514	5896	8	16	262	2	2	10	0	0	0	0	0	0	0	0	4140	12666	262	2144	2922	3458	14	164	12	0	0	0	3298	11248	5532	0	1406	4158	104	1320	104	1922	46	210	298	502	226	46	258	2244	22	10	30	0	14	0	50	458	174	576	886	298	12	0	0	0	4	0	6304	14838	2050	4896	1060	1898	116	50	12	44	1158	1310	0	0	0	0	0	0	2	0	0	8	18	2	172	106	74	78	210	204	104	54	140	166	34	0	72	170	84	40	24	6	158	74	140	108	202	158	162	186	
410676	sub-C013_preop3T_AAL_4021	6	8	1682	604	268	198	276	80	188	108	0	0	10	180	26	134	0	88	66	260	184	42	1874	346	24	16	28	26	52	254	1874	150	4904	1406	0	27076	4832	3042	1450	270	290	74	17752	18140	13118	8946	4292	3936	15568	5064	6900	0	684	32	320	108	30	54	290	212	10	0	0	2	14	6	20566	18958	10	104	452	436	906	1340	536	1318	4096	1172	4	314	2	688	46	494	18	44	4	18	118	6	528	120	346	86	826	694	420	150	502	248	136	16	230	104	236	114	72	12	22	52	236	204	302	134	6	18	
419252	sub-C013_preop3T_AAL_4022	8	8	200	1644	682	350	104	104	500	186	0	0	10	222	36	182	0	118	30	438	98	186	504	1028	38	38	66	22	58	278	170	752	244	4158	27076	0	3168	5898	468	2862	166	182	14500	20264	10908	10106	2632	7724	14024	5682	5798	0	418	36	226	868	22	8	384	346	10	0	0	2	6	6	15268	26096	20	8	290	804	1552	1898	736	1810	3660	2136	4	360	2	828	26	610	10	50	2	58	24	2	552	148	378	124	920	928	372	248	528	294	170	26	278	168	284	146	88	16	52	128	364	250	388	186	30	54	
352260	sub-C013_preop3T_AAL_4101	70	20	882	232	5126	1196	454	18	2720	858	2	0	176	14	2034	20	2	4	124	114	542	60	468	122	242	52	460	110	314	16	254	14	338	104	4832	3168	0	3844	21880	86	8034	942	9664	2660	3856	1072	12640	1566	3154	530	3032	0	2270	0	9748	140	212	22	318	128	86	0	0	0	54	0	6044	3050	56	18	2384	1784	8374	1848	2332	358	18618	728	26	8	182	28	812	42	830	0	54	124	4222	2	1004	246	196	172	3364	296	2210	78	1358	328	108	26	198	258	700	84	82	38	164	186	238	502	678	274	104	214	
456708	sub-C013_preop3T_AAL_4102	20	26	222	1220	2856	10934	160	40	2276	8916	0	0	42	468	568	2164	0	4	64	262	338	172	202	846	78	368	280	694	160	354	184	214	46	1320	3042	5898	3844	0	188	22496	820	15208	5738	11992	1788	3284	1696	17204	896	1744	648	46	380	442	166	13344	42	26	54	244	4	0	0	10	0	8	2656	9602	26	24	1000	12934	4526	16464	418	1982	1098	15934	0	12	2	208	30	2550	42	372	20	3930	70	398	120	94	98	86	160	1552	400	1120	218	646	54	34	102	128	78	90	30	28	128	220	986	350	280	138	40	126	
270384	sub-C013_preop3T_AAL_4111	304	34	666	166	3036	52	174	6	1386	52	2	0	34	6	1326	14	8	2	488	174	890	2	196	74	132	6	310	6	376	12	136	2	170	104	1450	468	21880	188	0	14	7036	20	7018	282	3480	276	13376	62	2908	204	2706	0	1896	0	14312	54	228	12	302	18	60	0	2	0	26	2	4766	466	224	8	1260	130	4428	130	1492	94	9560	256	72	10	288	26	1834	22	566	0	56	0	2770	4	1366	260	132	150	4528	212	3694	110	2210	328	78	28	116	244	1852	90	78	36	158	162	318	662	722	242	98	230	
272120	sub-C013_preop3T_AAL_4112	8	16	64	684	584	1854	40	12	118	532	0	2	6	60	22	760	0	4	38	276	28	2594	202	422	64	140	606	2390	14	540	62	412	26	1922	270	2862	86	22496	14	0	44	13214	514	7076	336	2720	138	13058	50	1282	152	216	94	372	40	15394	26	54	30	426	4	14	0	26	0	134	288	8700	12	8	936	3934	280	5216	62	1446	350	7242	0	18	0	114	6	2076	4	494	2	1064	2	876	66	122	72	104	78	1562	336	2096	194	622	50	22	78	88	36	62	36	10	22	80	772	384	296	60	10	28	
118248	sub-C013_preop3T_AAL_4201	206	2	264	70	2950	438	50	0	234	280	6	0	10	0	548	8	2	2	176	22	2060	36	64	48	182	30	1840	72	216	0	622	32	230	46	290	166	8034	820	7036	44	0	368	1638	42	344	38	1504	42	1006	18	1548	0	630	0	128	54	698	0	452	42	222	0	0	0	94	0	522	112	18	0	2664	640	7062	694	1726	130	3094	150	0	2	0	4	2908	10	310	0	26	56	726	0	270	50	20	22	428	82	366	12	366	68	20	4	26	38	46	16	14	6	32	36	18	104	140	42	16	24	
218072	sub-C013_preop3T_AAL_4202	6	6	92	136	1500	9052	70	0	796	4648	0	0	24	62	252	1130	0	0	24	14	144	2494	40	146	108	242	740	3968	88	594	98	276	14	210	74	182	942	15208	20	13214	368	0	808	2112	24	272	102	2320	104	168	248	2	152	120	22	4530	10	10	10	26	0	2	0	0	0	2	124	602	4	2	1170	10576	1662	13818	172	1946	330	3806	0	0	0	2	16	3192	20	2	10	2750	36	10	12	2	4	4	22	216	54	102	10	66	0	0	4	8	8	10	0	2	24	54	110	14	16	4	4	10	
